Start Time,Sortname,Location,CaO_AVG,SiO2_AVG,Al2O3_AVG,Fe2O3_AVG,MgO_AVG,NO.SO3.P_AVG,Na2O.P_AVG,K2O.P_AVG,TiO2_AVG,P2O5_AVG,Mn2O3_AVG,Cl_AVG,Cr2O3_AVG,LOI.P_AVG,NO.R45_AVG,WC_AVG,WR_AVG,SETINI_AVG,SETFIN_AVG,FLOW_AVG,R1,R3
2020-07-24 00:00:00,BOYT1,NO.563.d,52.1526,26.287201,4.814,2.8523,0.721,2.0354,0.1743,0.8938,0.3277,0.262,0.0496,0.0239,0.0076,9.96,13.49,52.16,25.540001,177,293,106.0,5.59,13.47
2020-07-26 00:00:00,BOYT1,NO.563.d,53.176102,25.819201,4.5998,2.8526,0.7174,1.9232,-0.0072,0.8564,0.321,0.2608,0.0469,-0.012,0.0062,10.19,13.18,52.700001,25.540001,171,280,109.0,5.42,14.18
2020-07-28 00:00:33,BOYT1,NO.563.d,52.8225,25.933201,4.8953,2.7911,0.7528,2.0414,-0.0028,0.87,0.3255,0.2619,0.0503,-0.0104,0.0076,10.05,11.86,52.700001,25.540001,182,287,109.0,5.34,14.05
2020-09-18 00:00:00,ESP2,NO.561.d,57.196301,26.047199,4.6396,3.0723,0.8205,2.8456,0.0428,0.8116,0.3018,0.2942,0.055,0.028,0.008,4.3,2.52,49.119999,27.809999,111,233,109.0,18.049999,30.280001
2020-09-20 00:00:00,BOYT1,NO.563.d,43.966702,31.429501,5.2576,2.7054,0.7212,2.1467,0.0689,0.8496,0.3447,0.2536,0.0463,0.0122,0.0093,10.06,14.19,54.32,27.379999,182,328,114.0,6.16,12.75
2020-09-22 00:00:00,BOYT1,NO.563.d,56.5313,29.142799,4.6873,2.7931,0.675,1.879,0.0416,0.7871,0.3173,0.2542,0.048,0.0282,0.0073,10.72,13.35,52.700001,26.0,165,255,112.0,5.8,13.15
2020-09-23 00:00:00,BOYT1,NO.630.d,48.791401,30.6819,4.8293,2.7503,0.7218,2.0246,0.0276,0.8173,0.3261,0.2634,0.0476,0.0328,0.008,9.84,13.33,52.16,26.459999,173,275,108.0,6.28,13.69
2020-09-24 00:00:00,ESP2,NO.630.d,57.141602,27.0056,4.6763,3.4122,0.8395,2.5355,0.015,0.7366,0.2994,0.3006,0.0558,0.0078,0.0066,3.11,1.35,49.47,27.01,127,236,106.0,13.32,27.14
2020-09-25 00:00:00,BOYT1,NO.563.d,47.455399,31.177,4.8546,2.715,0.7089,1.9444,0.0175,0.8772,0.3435,0.2474,0.0491,0.0202,0.0079,9.48,14.52,52.43,26.46,178,280,106.0,7.27,13.04
2020-09-25 00:00:00,ESP+,NO.630.d,59.393002,23.885401,4.7546,3.1767,0.8654,3.1503,0.0386,0.7843,0.2991,0.3021,0.0565,0.0002,0.008,2.84,2.06,49.46,27.38,105,176,108.0,22.58,34.53
2020-09-25 00:00:00,ESP2,NO.563.d,57.2495,26.8895,4.6984,3.2823,0.8567,2.6232,0.0237,0.8161,0.2941,0.3018,0.0568,0.015,0.0055,3.08,1.1,49.32,27.08,134,228,108.0,16.11,31.2
2020-09-27 00:00:00,ESP+,NO.561.d,58.424198,25.023899,4.6494,3.0912,0.8563,2.95,0.0421,0.7986,0.3069,0.3078,0.0524,0.0033,0.006,2.98,1.42,49.46,27.08,91,170,109.0,19.57,32.11
2020-09-27 00:00:00,ESP2,NO.563.d,58.156601,26.8974,4.6653,3.0573,0.8255,2.6021,0.0501,0.8108,0.3072,0.2986,0.0542,0.0101,0.0066,3.14,1.36,49.46,26.92,122,209,106.0,17.79,30.59
2020-09-28 00:00:00,BOYT1,NO.563.d,47.364399,30.929701,4.6412,2.6908,0.6954,1.9404,0.0287,0.844,0.3245,0.2798,0.0457,0.0171,0.0086,9.96,13.97,52.43,26.15,190,275,108.0,7.1,13.6858
2020-09-28 00:00:00,ESP2,NO.630.d,57.0341,27.136999,4.7338,3.1313,0.8335,2.6015,0.0326,0.7765,0.3058,0.2926,0.0544,0.0154,0.0066,3.42,1.61,49.46,27.08,144,217,110.0,15.68,29.5585
2020-09-29 00:00:00,BOYT1,NO.563.d,47.171501,32.1101,4.5248,2.7183,0.6975,1.8898,0.0261,0.8299,0.3344,0.27,0.0472,0.0146,0.0083,9.73,13.46,52.43,26.15,179,280,109.0,7.08,12.5
2020-10-01 00:00:00,ESP+,NO.561.d,58.702801,24.7211,4.6737,3.141,0.9762,3.2009,0.0305,0.8063,0.3001,0.3338,0.0561,0.0008,0.0067,3.03,2.84,49.46,27.08,104,185,109.0,20.64,32.49
2020-10-02 00:00:00,BOYT1,NO.563.d,47.897999,30.761,4.7745,2.6836,0.7702,2.0509,0.0335,0.8494,0.333,0.2659,0.0498,0.0242,0.0073,9.83,13.49,52.57,26.31,183,286,106.0,7.01,14.04
2020-10-02 00:00:00,ESP2,NO.563.d,57.123699,27.26,4.8217,3.1278,0.8848,2.6585,0.0446,0.8033,0.3208,0.3099,0.0555,0.001,0.006,2.97,1.31,50.0,27.23,122,195,107.0,15.06,27.16
2020-10-04 00:00:00,BOYT1,NO.563.d,47.34,31.1868,4.6037,2.6311,0.7176,1.8877,0.0698,0.8093,0.337,0.2576,0.0479,0.0152,0.0092,10.42,15.04,52.700001,25.85,185,290,111.0,5.77,11.58
2020-10-04 00:00:00,ESP+,NO.561.d,60.666,24.131901,4.6312,3.29,0.687,3.2782,0.0462,0.7662,0.3012,0.3405,0.049,0.0025,0.0069,2.56,3.08,49.73,27.38,111,185,114.0,19.059999,30.559999
2020-10-06 00:00:51,ESP+,NO.630.d,59.116798,24.580799,4.6323,3.199,0.9504,3.187,0.0584,0.781,0.3059,0.3168,0.0574,0.0042,0.0076,2.76,2.66,48.5,27.379999,110,203,106.0,20.92,32.73
2020-10-07 00:00:00,BOYT1,NO.630.d,66.8629,31.5439,4.6869,2.6786,0.7291,1.8903,0.0683,0.8211,0.3333,0.2699,0.0482,0.0047,0.0086,10.02,15.34,52.84,26.309999,186,316,106.0,5.7,11.76
2020-10-07 00:00:00,ESP2,NO.563.d,66.8629,26.9095,4.7112,3.2007,0.8341,2.5486,0.0603,0.7594,0.3202,0.3158,0.0568,0.0084,0.006,3.29,1.48,49.860001,27.379999,130,202,109.0,13.2,26.3592
2020-10-08 00:00:09,BOYT1,NO.563.d,56.5476,30.835501,4.9417,2.7825,0.7434,1.9924,0.0436,0.8335,0.3366,0.2678,0.0491,0.0232,0.0082,10.0,14.12,53.509998,26.459999,188,313,106.0,5.59,11.98
2020-10-09 00:00:00,ESP+,NO.630.d,56.5476,24.640301,4.6932,3.2497,0.9039,3.0838,0.0335,0.7834,0.3014,0.3219,0.0556,0.002,0.0085,2.78,2.4,48.919998,27.379999,120,201,112.0,19.09,31.84
2020-10-09 00:00:00,ESP2,NO.563.d,57.692902,27.3356,4.7827,3.2205,0.8408,2.6112,0.0291,0.7846,0.3232,0.3072,0.0533,0.0114,0.0069,3.06,1.61,49.73,27.379999,146,240,107.0,17.129999,28.790001
2020-10-10 00:00:10,ESP2,NO.561.d,56.334599,26.820299,4.7469,3.1534,0.8378,2.6738,0.0207,0.7298,0.3011,0.2906,0.052,0.004,0.0078,4.88,3.64,49.73,27.379999,158,233,108.0,18.120001,29.58
2020-10-11 00:00:26,BOYT1,NO.563.d,65.304497,31.3671,4.5307,2.7426,0.6985,1.9309,0.0317,0.7849,0.3331,0.2659,0.052,0.0188,0.0086,10.05,13.8,53.689999,26.09,198,310,109.0,5.43,11.37
2020-10-11 00:00:26,ESP+,NO.561.d,58.872799,25.067699,4.7673,3.2739,0.8749,3.1418,0.0341,0.7641,0.2961,0.327,0.0549,0.0084,0.0071,2.78,2.9,49.040001,26.799999,113,227,108.0,23.43,31.360001
2020-10-12 00:00:00,BOYT1,NO.563.d,65.988503,31.516701,4.5322,2.7338,0.7094,2.0149,0.0417,0.7024,0.3436,0.2523,0.0494,0.0087,0.0075,10.3,14.64,52.43,25.23,175,265,108.0,5.84,11.25
2020-10-12 00:00:00,ESP+,NO.561.d,59.624599,24.3316,4.7632,3.2309,0.9866,3.2817,0.0345,0.7981,0.3008,0.3331,0.0582,0.0013,0.0075,2.67,3.28,49.59,27.540001,123,175,110.0,21.17,32.759998
2020-10-12 00:00:00,ESP2,NO.630.d,57.311401,26.893,4.8102,3.2262,0.8265,2.5808,0.0507,0.7704,0.3127,0.2971,0.0523,0.0065,0.0076,3.71,1.86,49.389999,27.379999,140,244,109.0,14.11,26.940001
2020-10-13 00:00:00,ESP+,NO.630.d,60.042599,24.499701,4.7583,3.327,0.8575,3.0549,0.0637,0.7407,0.3063,0.3201,0.0546,-0.0031,0.0076,2.7,3.0,49.220001,27.379999,115,240,105.0,18.540001,30.59
2020-10-14 00:00:00,BOYT1,NO.630.d,57.290501,29.941799,4.4452,3.0258,0.7261,1.9893,0.0464,0.7878,0.3248,0.2665,0.0525,0.0144,0.007,9.46,14.4,52.700001,25.85,207,323,106.0,6.01,12.52
2020-10-16 00:00:00,ESP+,NO.630.d,64.098503,25.823999,4.7756,3.2361,0.8923,2.7446,0.0325,0.7579,0.2993,0.3226,0.0602,0.0229,0.0078,2.7,2.82,49.529999,27.389999,108,242,115.0,21.23,32.93
2020-10-17 00:00:00,ESP2,NO.561.d,64.098503,24.3088,4.645,3.2089,0.989,3.4092,0.061,0.8072,0.3017,0.3241,0.0563,0.0147,0.0085,3.8,3.38,49.139999,27.059999,138,266,105.0,16.51,27.870001
2020-10-19 00:00:00,ESP2,NO.630.d,56.971401,25.903299,4.793,3.1604,0.8976,2.6998,0.031,0.7205,0.3038,0.3098,0.0575,0.0158,0.0077,4.15,2.5,49.59,27.540001,106,165,106.0,16.74,30.209999
2020-10-20 00:00:00,ESP+,NO.630.d,59.1968,24.786699,4.6504,3.2391,0.8673,3.3618,0.0577,0.7512,0.297,0.3199,0.0559,0.0061,0.0077,2.86,2.75,49.049999,26.15,115,200,108.0,19.99,31.59
2020-10-23 00:00:00,ESP2,NO.561.d,57.263599,25.8629,4.7824,3.0407,0.9284,2.7973,0.0352,0.672,0.315,0.2573,0.0537,0.0029,0.0089,4.07,2.72,49.59,27.23,136,218,106.0,17.629999,30.26
2020-10-24 00:00:00,ESP2,NO.561.d,66.130402,25.9373,4.8619,2.8791,1.0473,2.64,0.027,0.6645,0.3256,0.2389,0.0535,0.0084,0.0082,4.93,2.75,49.73,27.08,108,180,110.0,18.17,28.530001
2020-10-25 00:00:00,BOYT1,NO.563.d,47.354698,30.7824,4.9257,2.587,0.6936,1.8932,0.0364,0.8448,0.3488,0.2312,0.0437,0.0095,0.0066,9.43,13.38,52.970001,25.379999,191,273,108.0,6.41,12.91
2020-10-25 00:00:00,ESP2,NO.561.d,56.918499,26.063,4.9318,2.9007,0.912,2.7024,0.0956,0.7487,0.3229,0.271,0.0529,0.0175,0.0088,4.24,2.88,49.73,27.08,116,215,108.0,17.43,30.1
2020-10-26 00:00:00,ESP+,NO.561.d,59.932701,24.4872,4.8814,2.9581,0.9842,3.2202,0.0369,0.6531,0.3133,0.2942,0.0506,0.0069,0.0061,3.21,3.06,49.59,27.690001,101,160,112.0,19.030001,32.23
2020-10-30 00:00:00,BOYT1,NO.563.d,63.073002,30.9261,5.1975,2.6624,0.7927,2.0459,0.0112,0.8469,0.3559,0.2312,0.0517,-0.0009,0.0069,9.52,14.57,54.32,27.540001,220,301,107.0,5.2,11.61
2020-10-30 00:00:00,ESP+,NO.630.d,63.073002,24.400999,4.8682,2.9507,1.0093,3.2156,0.0164,0.6915,0.3093,0.2816,0.0497,0.0013,0.0065,4.15,2.72,49.32,27.540001,102,167,109.0,19.860001,30.85
2020-10-31 00:00:00,BOYT1,NO.630.d,63.185101,30.69,4.79,2.6263,0.7483,2.0167,0.0333,0.8218,0.3519,0.2369,0.0495,-0.0027,0.0077,9.65,13.76,52.970001,26.92,182,310,106.0,5.71,12.27
2020-11-03 00:00:04,BOYT1,NO.561.d,50.532101,26.787901,4.8729,2.7057,0.7739,1.9943,0.0262,0.861,0.3392,0.2407,0.0685,0.0055,0.0088,11.57,13.8,52.43,26.15,136,270,109.0,6.22,12.75
2020-11-05 00:00:00,BOYT1,NO.563.d,67.179001,30.3855,4.9816,2.6991,0.7821,1.9356,0.0247,0.8013,0.3389,0.2441,0.0557,0.0008,0.0086,9.51,14.26,55.07,27.049999,187,302,110.0,5.55,12.32
2020-11-06 00:00:00,BOYT1,NO.563.d,44.498299,30.2211,4.7974,2.6488,0.7661,2.0244,0.0285,0.7965,0.342,0.2378,0.0552,0.0008,0.0066,9.78,12.72,54.049999,26.77,189,337,113.0,6.19,13.13
2020-11-07 00:00:00,ESP+,NO.561.d,44.498299,24.815701,4.5335,3.0844,0.9376,3.2535,0.0376,0.712,0.3104,0.2774,0.0661,0.0028,0.0058,3.05,2.74,49.32,27.5,120,202,108.0,19.5,30.84
2020-11-09 00:00:00,BOYT1,NO.563.d,49.9156,30.967501,4.5556,2.6501,0.6997,1.8462,0.0242,0.7579,0.3457,0.238,0.0566,0.0045,0.0076,9.09,14.57,52.16,25.23,181,286,108.0,7.59,14.41
2020-11-10 00:00:00,ESP2,NO.563.d,58.811001,26.617599,4.8731,3.0008,0.8431,2.4879,0.0342,0.7484,0.3207,0.2789,0.0602,0.0122,0.0077,2.55,1.4,50.0,27.379999,138,219,109.0,13.16,27.879999
2020-11-13 00:00:00,BOYT1,NO.563.d,44.6138,30.660999,4.6675,2.5964,0.7392,2.0712,0.0233,0.7744,0.3417,0.2399,0.0534,0.0009,0.0065,9.7,13.56,52.43,25.540001,201,300,108.0,5.04,12.01
2020-11-13 00:00:00,ESP+,NO.630.d,56.4687,24.935801,4.6511,3.1053,0.9399,3.1013,0.0115,0.7372,0.3058,0.2748,0.0676,0.0035,0.006,3.18,2.8,49.59,27.379999,114,196,108.0,19.559999,32.459999
2020-11-15 00:00:00,BOYT1,NO.563.d,54.434399,28.7227,4.6063,2.61,0.7261,1.9636,0.0005,0.7976,0.3249,0.2637,0.049,-0.0022,0.0057,9.82,14.02,52.970001,25.23,229,323,113.0,6.51,13.08
2020-11-15 00:00:00,ESP+,NO.561.d,54.434399,24.4051,4.487,2.9607,0.9402,2.9298,0.0064,0.7162,0.2976,0.3,0.0601,-0.0064,0.0073,2.98,2.81,49.32,27.379999,113,193,106.0,18.379999,33.209999
2020-11-16 00:00:00,BOYT1,NO.563.d,53.773701,27.104,4.6226,2.6434,0.7093,1.8091,0.0101,0.8027,0.3216,0.2663,0.0484,0.0009,0.0048,10.4,14.68,52.43,25.08,200,295,110.0,6.24,13.2
2020-11-18 00:00:00,ESP+,NO.561.d,57.599998,23.1332,4.3889,2.8572,0.8769,3.0442,0.0413,0.6776,0.2876,0.2904,0.0571,-0.0065,0.0062,7.24,2.47,49.32,27.379999,102,192,110.0,18.4,29.639999
2020-11-19 00:00:00,BOYT1,NO.563.d,52.455101,27.660101,4.7378,2.7594,0.7231,1.8918,0.0185,0.8408,0.3351,0.2743,0.0464,-0.0004,0.006,10.1,14.56,52.43,25.08,200,307,110.0,6.29,13.85
2020-11-20 00:00:00,BOYT1,NO.563.d,53.287102,26.770599,4.72,2.6821,0.7636,1.7658,0.0161,0.8224,0.3209,0.2726,0.0476,0.003,0.007,10.12,13.1,52.43,25.23,169,250,109.0,6.38,15.06
2020-11-20 00:00:00,ESP+,NO.630.d,52.455101,24.5317,4.5907,2.9737,0.9535,3.0382,0.0264,0.7363,0.3034,0.3037,0.0622,-0.0034,0.0062,3.07,2.7,48.650002,27.08,125,195,110.0,20.459999,34.040001
2020-11-22 00:00:00,ESP+,NO.561.d,52.727299,24.1166,4.6666,2.9748,0.878,3.1414,0.02,0.7626,0.3009,0.3167,0.059,-0.0055,0.0051,3.0,2.66,49.32,27.379999,108,170,109.0,17.969999,31.73
2020-11-23 00:00:00,ESP2,NO.630.d,57.797798,26.555099,5.0388,2.9286,0.9127,2.7034,0.045,0.7474,0.3117,0.2783,0.1191,0.0016,0.0059,3.21,2.63,49.860001,27.379999,140,190,113.0,15.36,29.379999
2021-01-05 00:00:00,BOYT1,NO.563.d,51.127998,29.4772,4.4097,2.5534,0.6351,1.7744,0.1024,0.7264,0.3059,0.2649,0.0441,0.018,0.0064,10.3,14.41,52.43,27.379999,157,230,105.0,6.56,13.26
2021-01-05 00:00:00,ESP+,NO.630.d,51.127998,24.421499,4.7102,3.055,0.8579,3.2163,0.1348,0.7382,0.3011,0.3152,0.0548,0.0194,0.0075,2.82,2.56,49.73,27.85,120,175,106.0,19.57,32.119999
2021-01-06 00:00:00,ESP+,NO.630.d,60.1534,24.2124,4.7671,3.0938,0.8716,3.2257,0.1268,0.7405,0.3016,0.3148,0.055,0.0216,0.0071,2.72,2.54,49.459999,27.08,104,168,110.0,18.639999,31.030001
2021-01-07 00:00:00,BOYT1,NO.563.d,67.872299,30.661699,4.8279,2.6275,0.6638,1.7689,0.086,0.8042,0.3344,0.2576,0.044,0.0169,0.0068,10.0,16.74,52.970001,25.23,221,331,113.0,5.27,11.97
2021-01-07 00:00:00,ESP2,NO.630.d,67.359497,26.8183,5.0352,2.988,0.8301,2.7733,0.1794,0.741,0.312,0.3162,0.1056,0.0206,0.0084,3.5,2.41,49.59,27.23,120,180,111.0,14.37,28.200001
2021-01-09 00:00:00,ESP+,NO.630.d,60.0998,24.550301,4.9041,3.0938,0.9057,3.0361,0.1246,0.7719,0.3057,0.3134,0.0539,0.0258,0.0057,2.65,2.58,49.189999,27.690001,105,187,111.0,17.85,33.139999
2021-01-10 00:00:00,ESP2,NO.561.d,59.811298,25.8787,4.5651,2.9408,0.8753,2.7031,0.128,0.7448,0.3038,0.2907,0.0508,0.0252,0.0067,4.83,2.25,50.27,27.85,117,222,110.0,16.110001,29.040001
2021-01-15 00:00:47,BOYT1,NO.561.d,56.779099,26.051001,4.8297,2.985,0.827,2.2288,0.0811,0.7531,0.2973,0.2897,0.0537,0.0161,0.0084,7.19,13.79,50.41,26.15,117,233,113.0,8.18,18.26
2021-01-15 00:00:47,ESP+,NO.630.d,56.779099,24.523399,4.8375,3.1516,0.8839,3.1439,0.1024,0.7314,0.3044,0.3247,0.052,0.0065,0.0087,2.83,2.05,48.779999,27.799999,92,181,109.0,21.120001,33.689999
2021-01-16 00:00:21,ESP2,NO.630.d,57.274601,26.287399,4.8497,3.0174,0.8997,2.8369,0.0961,0.7637,0.3154,0.3073,0.065,0.0197,0.0095,4.09,2.2,48.919998,28.0,96,216,106.0,18.08,30.950001
2021-01-18 00:00:00,BOYT1,NO.561.d,50.339199,25.247999,4.6537,2.7608,0.7708,1.8752,0.0975,0.8084,0.3027,0.2842,0.0578,0.0129,0.0089,10.44,14.0,52.029999,26.15,150,250,109.0,8.12,15.23
2021-01-18 00:00:00,ESP2,NO.630.d,50.339199,25.9884,4.7659,2.9884,0.8919,2.7516,0.0769,0.7402,0.3058,0.2994,0.0542,0.0066,0.0099,4.24,2.46,49.32,27.85,103,198,110.0,16.549999,30.08
2021-01-19 00:00:00,BOYT1,NO.563.d,50.437698,29.030701,4.6227,2.6777,0.6704,1.842,0.0968,0.7766,0.3244,0.2576,0.0448,0.0173,0.0075,10.0,13.51,52.52,26.549999,176,302,106.0,5.98,13.54
2021-01-21 00:00:00,BOYT1,NO.563.d,49.9044,30.028999,5.1307,2.6379,0.6897,1.8675,0.0879,0.8435,0.3292,0.2587,0.0447,0.007,0.0088,10.14,13.37,52.700001,26.77,190,338,106.0,6.25,12.88
2021-01-22 00:00:00,ESP2,NO.561.d,56.3437,24.9037,5.4586,3.0103,0.8784,3.1305,0.1203,0.858,0.3054,0.2988,0.0483,0.0287,0.0107,4.84,2.7,50.0,27.379999,123,210,108.0,17.75,29.18
2021-01-23 00:00:00,ESP2,NO.630.d,55.374699,25.5658,5.3665,3.0189,0.8397,2.8327,0.0827,0.8228,0.3104,0.3081,0.0502,0.0131,0.0094,4.56,2.9,50.139999,27.379999,122,202,109.0,15.14,26.91
2021-01-24 00:00:00,ESP2,NO.561.d,56.685001,26.1786,4.8237,2.9912,0.9131,2.9848,0.1114,0.8437,0.3155,0.2965,0.0528,0.0205,0.0107,4.1,2.47,50.0,27.379999,125,200,107.0,16.309999,28.389999
2021-01-26 00:00:00,BOYT1,NO.563.d,50.464901,27.826401,4.8251,2.6042,0.6831,1.8041,0.0941,0.9046,0.3202,0.2581,0.0421,0.0195,0.0089,9.74,13.54,52.57,26.309999,181,260,109.0,5.45,13.8
2021-01-26 00:00:00,ESP+,NO.630.d,59.684502,23.035601,5.028,3.0939,0.9178,3.0703,0.1109,0.8327,0.3019,0.3056,0.0508,0.0105,0.0075,3.85,2.11,50.0,27.690001,102,172,110.0,18.299999,30.879999
2021-01-27 00:00:00,ESP2,NO.561.d,56.2631,25.8314,5.2013,2.8474,0.8988,3.0816,0.1072,0.8906,0.3034,0.3118,0.05,0.0225,0.0091,4.33,2.6,50.0,27.690001,111,201,113.0,16.68,30.21
2021-01-29 00:00:00,ESP+,NO.630.d,44.2071,23.4307,4.9831,3.1246,0.9543,3.1922,0.1119,0.851,0.3041,0.3072,0.0532,0.0124,0.0103,3.05,2.48,50.0,27.690001,119,205,110.0,20.290001,33.23
2021-01-30 00:00:00,BOYT1,NO.630.d,66.782303,29.119699,4.8744,2.7537,0.6395,1.8143,0.0846,0.8821,0.3153,0.261,0.0478,0.0114,0.0101,9.55,12.88,52.57,26.309999,190,295,109.0,5.2396,12.78
2021-01-31 00:00:00,BOYT1,NO.563.d,42.393002,30.693701,4.8812,2.8476,0.6938,1.7228,0.0973,0.8507,0.3206,0.2786,0.0456,0.006,0.0108,9.42,14.56,52.700001,26.309999,195,285,110.0,5.92,12.92
2021-01-31 00:00:00,ESP+,NO.561.d,50.295898,23.853701,4.945,3.1171,0.8756,3.0319,0.1118,0.7959,0.3072,0.3235,0.0517,0.0027,0.0103,3.04,2.28,49.860001,28.15,93,176,109.0,19.219999,31.25
2021-02-02 00:00:00,BOYT1,NO.563.d,58.3899,29.994699,4.5243,2.6136,0.7351,1.9503,0.0853,0.8411,0.3112,0.2512,0.043,0.0094,0.0089,10.1,13.7,52.970001,26.459999,191,317,108.0,5.56,12.04
2021-02-02 00:00:00,ESP+,NO.630.d,58.3899,24.6621,5.0319,3.1829,0.9177,3.0515,0.1208,0.8019,0.3055,0.3248,0.0542,0.0048,0.0087,3.1,2.34,50.0,28.309999,94,197,109.0,17.43,30.620001
2021-02-02 00:00:00,ESP2,NO.561.d,58.3899,25.319099,5.2892,3.0342,0.7888,2.8202,0.1249,0.8131,0.3028,0.2997,0.0483,0.0061,0.0094,4.7,2.38,51.220001,28.92,107,197,109.0,14.5,26.67
2021-02-03 00:00:00,ESP2,NO.561.d,62.465801,25.526501,5.5172,3.0772,0.8409,3.0554,0.1631,0.8639,0.3101,0.3031,0.0487,0.0251,0.0103,4.81,2.5,51.220001,29.23,111,198,110.0,15.0,27.459999
2021-02-04 00:00:00,BOYT1,NO.563.d,50.136002,29.354601,5.2411,2.7147,0.7226,1.7915,0.0895,0.8656,0.328,0.2618,0.0422,0.0094,0.008,10.11,14.1,53.380001,26.77,187,245,110.0,4.94,12.15
2021-02-04 00:00:00,ESP+,NO.561.d,50.136002,24.137699,4.9206,3.1012,0.8785,3.1576,0.1304,0.806,0.3027,0.3075,0.051,0.0182,0.0084,3.11,2.48,50.27,28.459999,101,165,110.0,17.790001,32.16
2021-02-04 00:00:00,ESP2,NO.630.d,50.136002,25.3403,5.1808,2.9752,0.8453,2.9817,0.1223,0.8532,0.3076,0.2995,0.0511,0.0195,0.0104,4.57,2.75,50.27,28.92,116,175,108.0,16.75,29.290001
2021-02-05 00:00:00,BOYT1,NO.563.d,59.2556,31.874701,4.3898,2.6601,0.6617,1.7474,0.0979,0.7361,0.3099,0.2969,0.0437,0.0153,0.0105,9.65,15.0,50.68,25.08,197,339,110.0,6.45,13.66
2021-02-05 00:00:00,ESP+,NO.630.d,59.2556,23.8971,4.9218,3.0824,0.8996,3.2407,0.1199,0.7896,0.3024,0.3148,0.0533,0.0339,0.0092,3.01,1.99,50.0,28.309999,103,208,111.0,18.75,32.1
2021-02-05 00:00:00,ESP2,NO.561.d,59.2556,25.8514,4.8672,2.9769,0.868,2.8487,0.1289,0.7901,0.3054,0.3083,0.0518,0.0147,0.0101,4.54,2.64,51.080002,29.23,110,213,113.0,15.28,27.65
2021-02-06 00:00:00,ESP+,NO.561.d,55.700298,23.6954,5.3396,3.1323,0.8896,3.2205,0.1279,0.8539,0.3041,0.3213,0.0559,0.0233,0.0088,3.32,2.55,50.41,28.51,100,188,106.0,17.66,29.969999
2021-02-07 00:00:00,ESP+,NO.561.d,59.572201,22.8141,4.9228,3.0727,0.9744,3.0449,0.1239,0.8009,0.2964,0.3076,0.0553,0.0202,0.0087,3.14,2.12,50.720001,28.76,91,199,106.0,18.26,28.690001
2021-02-10 00:00:00,ESP+,NO.561.d,60.0228,23.641399,4.8382,3.0623,0.9747,3.0503,0.1113,0.7752,0.307,0.3114,0.0552,0.0156,0.0083,2.97,2.32,50.049999,27.280001,99,225,110.0,17.73,30.51
2021-02-11 00:00:00,ESP2,NO.630.d,56.546799,25.612,5.1407,2.9774,0.8681,2.9875,0.1153,0.7973,0.3045,0.3021,0.0515,0.0136,0.009,4.3,2.3,49.860001,28.77,106,188,110.0,16.809999,28.08
2021-02-13 00:00:00,ESP2,NO.630.d,57.0783,26.135401,4.7634,2.906,0.9128,2.9879,0.0965,0.7786,0.305,0.3137,0.0526,0.0141,0.0092,3.99,2.6,50.139999,28.799999,105,242,109.0,16.52,27.389999
2021-02-14 00:00:00,BOYT1,NO.563.d,62.8372,31.421,5.1602,2.6736,0.7145,1.7767,0.0913,0.8835,0.3489,0.2657,0.0482,0.0096,0.0106,9.03,13.88,52.57,26.92,190,285,109.0,6.73,12.81
2021-02-14 00:00:00,ESP+,NO.561.d,62.765999,24.3771,4.6638,2.9596,0.97,3.2149,0.1005,0.7587,0.2986,0.3267,0.0537,0.0159,0.0079,2.8,2.78,50.419998,28.23,101,250,111.0,17.950001,29.73
2021-02-17 00:00:00,BOYT1,NO.630.d,48.830299,30.073601,5.0675,2.6722,0.6961,1.8594,0.1113,0.8422,0.3316,0.2672,0.0475,0.01,0.0087,9.7,12.51,53.110001,27.08,162,268,110.0,5.82,14.15
2021-02-17 00:00:00,ESP2,NO.561.d,44.061199,25.829599,4.6088,2.8939,0.6364,3.0908,0.1352,0.7345,0.302,0.3216,0.0454,0.0313,0.0099,4.16,2.35,50.27,28.459999,104,182,112.0,17.9,30.559999
2021-02-18 00:00:00,BOYT1,NO.563.d,51.747898,31.5557,5.062,2.6801,0.7246,1.871,0.093,0.8379,0.3374,0.2627,0.0554,0.0211,0.0093,9.17,13.53,52.59,27.0,203,357,105.0,6.56,13.44
2021-02-18 00:00:00,ESP+,NO.561.d,51.747898,24.5056,4.7579,2.8681,0.8791,3.3349,0.1106,0.7911,0.3091,0.3067,0.0516,0.0243,0.0098,2.88,2.27,50.450001,28.309999,99,258,114.0,19.83,32.34
2021-02-18 00:00:00,ESP2,NO.630.d,51.747898,25.594601,4.6806,2.9645,0.639,2.8913,0.0911,0.7824,0.3069,0.3185,0.0471,0.0227,0.009,4.1,2.33,50.049999,28.93,106,265,113.0,17.52,29.629999
2021-02-19 00:00:00,BOYT1,NO.563.d,50.342602,30.4125,5.1509,2.5563,0.7178,1.868,0.0825,0.846,0.3378,0.2668,0.0464,0.0158,0.0089,9.51,13.2,53.380001,27.08,179,264,108.0,5.35,12.93
2021-02-20 00:00:00,ESP+,NO.561.d,58.937698,24.980499,4.7364,2.9087,0.9276,3.2334,0.104,0.7576,0.3034,0.3047,0.051,0.0189,0.0084,3.32,2.17,50.0,28.0,88,171,107.0,19.51,32.720001
